avg_call_duration,sms_freq,topup_freq,travel_score,complaint_count,target_offer,video_gb_usage,spend_per_gb,plan_type_Postpaid,plan_type_Prepaid
7.98,13,4,0.2844189968419545,0.0,General Offer,1.2062190395175736,28000.0,False,True
9.56,9,3,0.115086282053617,0.0,General Offer,0.1173781490700808,30143.540669856466,True,False
4.61,13,7,0.4029975964116064,0.0,General Offer,1.0170165075322215,20990.566037735847,True,False
6.96,8,4,0.3021685393268597,0.0,General Offer,2.2352384219109185,10601.26582278481,False,True
11.01,21,5,0.4879106397322117,0.0,General Offer,0.4806283902384602,24742.268041237112,False,True
6.53,17,3,0.3721345593936155,0.0,Top-up Promo,1.580280061868479,12558.13953488372,False,True
11.17,11,5,0.3082200581847888,1.0,Device Upgrade Offer,3.709955235277703,12879.484820607177,False,True
7.72,14,4,0.288256995134708,2.0,Device Upgrade Offer,6.481745188187056,12072.434607645877,True,False
10.73,20,2,0.2706011596828401,0.0,General Offer,0.2777229104254158,32000.0,True,False
13.36,11,1,0.3427301707767397,0.0,General Offer,0.7201915962950487,17811.15879828326,True,False
12.97,16,2,0.2796367106251138,0.0,Device Upgrade Offer,5.397680779677759,11095.983662355344,False,True
12.09,12,4,0.3615081826815109,0.0,Data Booster,5.785669629532098,15948.275862068966,True,False
16.63,11,4,0.4151103256570359,0.0,Data Booster,7.586961339479557,11499.540018399264,True,False
0.72,19,7,0.3371738902950922,0.0,General Offer,0.1575231135747095,19064.74820143885,False,True
9.85,17,3,0.3458563409697135,0.0,Device Upgrade Offer,2.311385300032748,17139.001349527665,False,True
13.89,11,5,0.4290833844778194,0.0,Device Upgrade Offer,4.216393310683991,14641.744548286602,False,True
-0.26,15,3,0.2910480564348923,0.0,Device Upgrade Offer,7.47184978587974,13128.907412920513,False,True
18.64,14,3,0.1477056495244556,1.0,General Offer,0.4456563358625827,23834.19689119171,False,True
8.5,18,3,0.3179561492941841,0.0,General Offer,1.3546002403008046,15506.32911392405,False,True
6.62,15,1,0.1852173072238246,0.0,General Offer,1.799483550590547,20614.82820976492,False,True
13.84,13,3,0.634599880745164,0.0,General Offer,3.821654861448201,16535.43307086614,True,False
6.13,17,2,0.2241133929087941,0.0,Data Booster,4.779603010098034,16118.42105263158,False,True
16.75,7,2,0.4900659430432523,0.0,Device Upgrade Offer,3.7747894222009495,15503.87596899225,False,True
10.1,14,3,0.108913962810855,1.0,General Offer,0.0,16954.47409733124,False,True
17.09,11,3,0.1940003051607201,2.0,Device Upgrade Offer,1.7173224474215256,10456.553755522827,False,True
16.16,14,5,0.2829539589783602,0.0,General Offer,1.3247845492904309,15224.191866527632,True,False
10.61,14,1,0.3138297371902162,0.0,Device Upgrade Offer,4.904669611458835,12368.421052631578,False,True
6.6,17,3,0.051453828758135,0.0,General Offer,1.0772715989235266,22107.96915167095,False,True
18.69,13,4,0.4831550663193269,0.0,General Offer,1.5094719013979936,18376.722817764166,False,True
2.42,14,2,0.1756723611203664,0.0,General Offer,4.72958853740477,13027.852650494158,False,True
8.3,16,2,0.4430089364763723,1.0,Retention Offer,0.1927792707004101,13131.313131313133,True,False
14.34,14,5,0.1740006681790753,0.0,General Offer,1.9579256799135176,15334.773218142547,False,True
2.67,10,4,0.3639283285813474,0.0,Top-up Promo,0.7465672525713954,20136.51877133106,False,True
3.89,21,1,0.1932411720756732,1.0,Data Booster,6.833036799927216,16887.08036622584,True,False
9.09,11,2,0.2526061611682914,0.0,General Offer,2.021160074340289,12472.160356347438,True,False
11.39,21,4,0.1467082691434538,0.0,Device Upgrade Offer,3.349970031876077,16096.324461343473,True,False
0.56,12,1,0.0189371847084305,1.0,General Offer,1.0235310618723137,18809.52380952381,False,True
15.66,16,2,0.2312581433679508,0.0,General Offer,0.8759707378329746,21806.85358255452,False,True
9.24,17,1,0.0949136863336228,0.0,Data Booster,7.628518721386111,14541.21306376361,True,False
13.54,16,2,0.1505498873365714,1.0,General Offer,1.2242376063701172,27307.69230769231,False,True
6.27,22,2,0.3177778484928829,0.0,General Offer,0.8518593581284304,21929.824561403508,False,True
8.08,26,4,0.2478463975043198,0.0,General Offer,6.4990223404243,12272.089761570827,False,True
11.51,14,1,0.0422967445977016,0.0,General Offer,1.841710586452251,19711.53846153846,False,True
10.79,10,3,0.4350792356380389,2.0,Retention Offer,0.7949028279925457,11698.11320754717,True,False
13.37,21,2,0.3131568846120491,1.0,General Offer,0.8259963699196272,14899.71346704871,False,True
13.62,17,2,0.3931781047014375,0.0,General Offer,1.0040169794848592,16000.0,True,False
4.21,16,5,0.1547333535361613,0.0,General Offer,1.5292725378113132,20580.47493403693,False,True
10.95,19,2,0.5285109092462607,0.0,General Offer,2.154767561435911,14823.529411764706,False,True
9.17,19,3,0.2715938589756983,0.0,Top-up Promo,0.720784293980275,29743.589743589742,False,True
11.98,16,2,0.4667066523834297,0.0,General Offer,1.6754790500847567,17478.991596638654,False,True
8.4,12,5,0.2045238991141549,0.0,General Offer,0.1652017077329918,24553.571428571428,True,False
10.26,14,3,0.0229388524551365,1.0,Data Booster,7.009949078552407,9800.796812749004,True,False
19.74,16,4,0.3546363293032611,1.0,Device Upgrade Offer,5.180810780661396,12384.638285203931,True,False
4.1,20,4,0.2849562179713968,0.0,General Offer,0.8355204654078204,20408.16326530612,True,False
7.75,15,4,0.152623024497826,0.0,General Offer,3.447229750230352,10699.001426533525,False,True
-1.69,18,1,0.1831951307347419,0.0,General Offer,0.1595114071410045,65921.7877094972,True,False
7.31,17,3,0.7259777681052315,1.0,Top-up Promo,0.4747248254180415,27570.09345794393,False,True
4.47,14,4,0.1544971008790474,1.0,Device Upgrade Offer,0.4999963393271599,29256.594724220624,False,True
19.74,10,0,0.1579024498495341,0.0,General Offer,1.5652535091742137,12578.61635220126,False,True
8.37,10,5,0.3885738557506727,0.0,General Offer,0.2044859066630118,24543.08093994778,False,True
7.98,13,1,0.3404739432550596,0.0,General Offer,1.0246974245780298,16420.664206642068,False,True
13.24,17,4,0.4763332901819942,0.0,General Offer,4.5677224818187065,10923.423423423425,False,True
4.64,15,0,0.6903770343740901,1.0,Streaming Partner Pack,3.310434883694462,16611.295681063126,True,False
13.84,17,2,0.7112220598243587,1.0,Roaming Pass,1.565729842856957,12718.204488778056,False,True
13.67,23,1,0.140661314738557,1.0,General Offer,0.3489777521254489,32945.73643410853,False,True
17.84,15,1,0.2249053092352212,0.0,General Offer,1.8626955345423948,15469.61325966851,False,True
12.74,22,4,0.3539706227164297,0.0,General Offer,3.65111929572617,11151.960784313726,False,True
0.8,17,5,0.1625335781396458,1.0,General Offer,1.4982078908922964,26197.18309859155,True,False
15.7,24,4,0.2677236440127056,2.0,Device Upgrade Offer,0.7098511164581507,21114.36950146628,False,True
23.325,11,7,0.0605725878324812,1.0,Voice Bundle,1.669499607040186,15112.994350282486,True,False
9.86,10,5,0.3313725251276829,0.0,General Offer,1.677415236502688,22500.0,True,False
10.01,12,4,0.4005641825757344,0.0,Top-up Promo,0.6896755923663762,23265.30612244898,False,True
7.56,15,2,0.4790081118263271,0.0,General Offer,2.413854513179177,13580.246913580248,False,True
1.83,14,2,0.2560164223788082,0.0,General Offer,1.6795065899389328,17021.276595744683,True,False
11.83,20,6,0.3449502418653941,1.0,General Offer,0.3937064761386241,19527.89699570816,True,False
7.25,15,2,0.308210440208822,1.0,Data Booster,11.210927157280722,13128.907412920513,True,False
11.67,15,1,0.1939473975933394,1.0,Retention Offer,0.8824467793294811,12624.584717607975,True,False
11.82,17,4,0.4819372733924543,0.0,General Offer,2.5244368909857005,13636.363636363636,False,True
19.5,11,5,0.2109302201133457,0.0,Device Upgrade Offer,4.356819698358885,11453.74449339207,False,True
7.99,18,3,0.3753579021395271,1.0,Top-up Promo,0.4817468141002766,21171.17117117117,False,True
3.79,11,1,0.2908033486761699,1.0,Device Upgrade Offer,1.7984339059897,21903.32326283988,True,False
11.42,18,1,0.3162297286288151,0.0,General Offer,1.402911089038514,21531.1004784689,True,False
9.51,17,2,0.1953716032550776,0.0,General Offer,1.471179670301511,16179.001721170396,False,True
19.36,17,7,0.054862869292685,0.0,Device Upgrade Offer,1.736168102495384,14831.981460023177,False,True
14.16,14,5,0.2998893281267648,1.0,Top-up Promo,0.2918976287144293,31491.71270718232,False,True
9.34,13,1,0.4483687964435939,1.0,Data Booster,4.636020126243777,13274.33628318584,False,True
15.11,19,5,0.3540766653020593,0.0,Streaming Partner Pack,3.8280276980318826,15460.99290780142,True,False
15.58,15,4,0.4094580007949555,0.0,General Offer,0.3119106871168462,17994.100294985252,True,False
5.29,20,2,0.264590035333769,1.0,General Offer,1.6223208394145323,18110.23622047244,True,False
12.25,21,2,0.0912021926263777,0.0,General Offer,0.2473302600755182,28717.94871794872,False,True
21.1,13,2,0.1978328777815574,1.0,General Offer,0.968471495339384,17176.87074829932,False,True
2.57,12,2,0.1991306707571123,0.0,General Offer,0.9948453017934884,16521.739130434784,True,False
6.24,13,3,0.145469035566557,0.0,General Offer,3.314789578229294,14565.21739130435,True,False
8.99,18,2,0.1895445293892174,1.0,General Offer,1.6576022747047332,24875.621890547267,False,True
12.58,13,2,0.4690833413444737,1.0,General Offer,2.596421542374093,12024.539877300613,True,False
11.63,18,1,0.2395118298129357,2.0,Retention Offer,2.177138897363488,12558.685446009393,False,True
11.04,13,3,0.0504610543781963,0.0,General Offer,0.3329373894231883,35376.044568245125,False,True
9.01,11,6,0.2184258661672461,0.0,Top-up Promo,0.5218734539836996,8436.213991769548,False,True
11.57,14,0,0.3565206511890328,0.0,General Offer,0.4494353512503705,19247.78761061947,False,True
17.08,17,0,0.6050577397812743,1.0,General Offer,0.5229236182099545,19034.85254691689,False,True
18.55,19,4,0.5759521030148603,0.0,General Offer,3.2747686427017064,19942.19653179191,False,True
15.42,15,5,0.4638061408361544,0.0,Device Upgrade Offer,4.212258300301124,18424.39644218552,True,False
16.07,13,5,0.2489876414008641,1.0,General Offer,0.8454195959456187,19918.69918699187,False,True
10.44,18,1,0.4853898043638733,2.0,Retention Offer,0.3776313724592477,29223.744292237443,False,True
23.08,18,2,0.3040449361711999,0.0,Data Booster,5.183292392727261,11944.718657453108,True,False
2.8,16,3,0.3368224401357226,0.0,General Offer,0.3951004839155373,42131.97969543147,False,True
11.27,15,4,0.2544017981953144,1.0,General Offer,1.690761805608073,17391.304347826088,False,True
13.78,14,2,0.1220213396787234,1.0,Device Upgrade Offer,1.3721951327546926,21669.6269982238,True,False
10.37,13,3,0.6662633784429975,0.0,General Offer,1.4194289735308503,24584.717607973424,False,True
15.57,10,3,0.5400385297303323,1.0,Top-up Promo,1.2415984000630624,20973.78277153558,False,True
9.22,22,3,0.1280203455392742,1.0,General Offer,1.949582669877464,21615.720524017463,False,True
16.45,22,5,0.0371524698918951,1.0,General Offer,2.737847580793186,13358.070500927644,False,True
10.63,14,2,0.2976508821157025,0.0,General Offer,0.9398234248139212,14213.197969543147,True,False
8.1,11,2,0.3587864725115973,0.0,Data Booster,10.49431331511904,12524.983344437042,True,False
7.47,11,3,0.5777579058118495,0.0,General Offer,2.6758252854461,17777.777777777777,True,False
11.45,19,1,0.4940712719549456,1.0,Device Upgrade Offer,6.69299095919312,12920.51205715987,True,False
7.05,17,1,0.2606371958840243,0.0,Data Booster,6.541309596770858,11638.591117917304,True,False
-3.354999999999998,22,2,0.2125186754329138,2.0,Retention Offer,2.108393936844563,20645.16129032258,False,True
0.61,12,2,0.1436986402023926,0.0,General Offer,3.497599414414323,11642.59927797834,True,False
7.55,15,1,0.2437640751817292,1.0,Data Booster,13.318968163892288,13039.595117594525,False,True
8.29,12,3,0.1629972547170992,0.0,Data Booster,5.383169032510058,13107.82241014799,True,False
16.28,11,3,0.5443090901345013,0.0,General Offer,1.647549845703209,26153.846153846152,True,False
11.77,15,0,0.1282837182095456,0.0,General Offer,2.113033075248711,17721.518987341773,False,True
10.68,20,0,0.1774436175606411,0.0,General Offer,0.0359776642898786,15500.44286979628,False,True
6.32,11,1,0.5342715266616639,0.0,General Offer,0.9289192540983234,32196.9696969697,False,True
23.325,13,2,0.3758620643842736,0.0,General Offer,4.98314149038624,12397.447584320877,False,True
10.09,17,2,0.1668924687294737,0.0,Device Upgrade Offer,2.1794748215395634,16572.717023675308,True,False
14.72,15,2,0.047952503544425,0.0,General Offer,3.10188949368794,25813.95348837209,True,False
10.13,8,5,0.2693731969163178,0.0,Device Upgrade Offer,5.503910752290349,13497.822931785196,False,True
12.94,13,6,0.3742497982125012,1.0,General Offer,0.1899700997603994,38414.63414634146,False,True
2.89,15,4,0.2822403443132639,1.0,General Offer,4.306666842135076,13375.796178343948,False,True
11.96,16,3,0.1669796743073738,0.0,Data Booster,6.271497328491444,13878.180416345413,False,True
10.5,12,3,0.0437344650811896,0.0,General Offer,2.231663707316313,16366.906474820144,False,True
10.58,13,3,0.3546933237768532,0.0,General Offer,0.7987126971317301,16981.132075471698,False,True
15.48,16,4,0.1815258143658319,0.0,General Offer,0.6078350674765794,37681.15942028985,True,False
2.07,15,2,0.0418924816393125,0.0,General Offer,0.9028898170973152,26708.07453416149,False,True
7.65,13,3,0.294539113883866,1.0,General Offer,0.5840923389615993,23595.505617977527,False,True
-0.34,13,3,0.5435593578692692,1.0,General Offer,2.107291101370663,15843.023255813954,True,False
8.69,12,3,0.1538499071876373,0.0,Device Upgrade Offer,1.5353772336871925,14215.686274509804,False,True
15.49,17,5,0.3963969552438954,0.0,General Offer,0.3906894898394335,34602.07612456748,True,False
14.95,10,3,0.2081291213555361,2.5,Retention Offer,1.5775497809499863,11789.924973204716,True,False
8.9,12,2,0.2122608638838752,1.0,General Offer,0.0,19277.10843373494,False,True
11.04,16,4,0.3436854233446328,2.0,Retention Offer,1.6300202083454467,20089.28571428572,False,True
8.17,10,4,0.2971894250245018,1.0,General Offer,2.1333244138372818,14924.114671163576,False,True
10.23,14,1,0.4384230102211686,1.0,General Offer,4.955100809004327,11920.529801324505,False,True
15.56,13,2,0.2717025957938147,0.0,General Offer,2.720424735268037,13873.473917869034,False,True
18.57,15,3,0.3432190717154383,1.0,General Offer,0.251363255814429,35714.28571428571,True,False
13.59,21,2,0.155820564283018,0.0,General Offer,1.919304789465653,13537.117903930131,False,True
9.67,16,3,0.3145718824827438,0.0,General Offer,1.110629197982201,26158.038147138966,False,True
18.76,18,3,0.1110139591737752,0.0,General Offer,4.121265128699759,12920.51205715987,False,True
12.93,17,7,0.4289729645878926,0.0,Device Upgrade Offer,1.8530971229581767,12879.58115183246,True,False
8.67,20,3,0.2020481756906993,0.0,General Offer,0.633881420860203,24390.243902439022,False,True
9.33,12,1,0.1291857207577899,0.0,General Offer,2.2668382614137217,17561.98347107438,False,True
7.87,7,1,0.1196702432796648,0.0,General Offer,1.369239754163322,17820.06920415225,False,True
13.71,15,2,0.5936229347754538,0.0,General Offer,0.7457420123633549,29779.411764705885,True,False
11.58,17,3,0.3008857347401993,0.0,Device Upgrade Offer,1.6462640439410474,19876.73343605547,False,True
11.08,19,4,0.1988460396997398,1.0,General Offer,3.9687649977134143,11933.797909407664,True,False
7.11,19,1,0.1947407419790049,1.0,General Offer,0.4783924350042925,30978.26086956522,True,False
19.9,20,5,0.2237063423081506,2.0,Retention Offer,0.7296806350495958,19721.577726218096,False,True
9.31,13,2,0.3609408658585049,0.0,Data Booster,10.80698681669188,14296.081277213354,True,False
15.77,17,1,0.3144157015153908,1.0,Device Upgrade Offer,7.446265379697391,13039.595117594525,False,True
4.99,16,6,0.2128353087346032,1.0,General Offer,3.14281595181095,12423.124231242316,True,False
12.69,11,3,0.122134864615827,1.0,General Offer,0.3937632495680896,21172.638436482084,True,False
6.88,9,3,0.2155525989310636,0.0,Data Booster,4.441863604147934,12473.347547974412,False,True
12.73,9,2,0.3886849035221833,1.0,Data Booster,6.865797705666688,13211.18611378978,False,True
5.99,14,1,0.3843237557710307,0.0,General Offer,1.4237205799381478,14285.714285714286,True,False
4.11,11,1,0.0829825297796645,2.0,Retention Offer,0.6554006367171571,16550.11655011655,False,True
5.21,21,5,0.1543429327488629,0.0,General Offer,3.262928456437407,15942.028985507248,False,True
2.13,10,0,0.4051570796182733,2.0,Retention Offer,0.8551828079425327,12781.954887218044,False,True
6.39,15,3,0.2475711784102875,0.0,Device Upgrade Offer,2.617420321156756,15555.555555555557,False,True
14.04,22,3,0.1591833685430584,1.0,General Offer,1.1800083075271792,32142.85714285714,True,False
6.21,10,4,0.1385263775340314,0.0,General Offer,1.703470911008592,26380.36809815951,False,True
6.78,15,4,0.304444152989707,1.0,Data Booster,4.64930421277018,13891.951488423374,False,True
11.65,11,1,0.3479871271742242,0.0,General Offer,0.4741222875558441,27597.4025974026,False,True
0.46,20,3,0.0880162754116579,0.0,General Offer,1.5651710548544695,12996.38989169675,True,False
13.4,13,2,0.2015813909744222,0.0,General Offer,1.3569822270327576,16829.745596868885,False,True
9.66,22,3,0.3003243652162556,0.0,General Offer,0.7518224244017931,19713.26164874552,True,False
12.14,15,5,0.0710023995895717,1.0,General Offer,1.5516225316698202,21951.219512195123,False,True
9.49,12,3,0.1596736225047264,1.0,General Offer,0.1367013686959555,29936.30573248408,True,False
8.62,15,3,0.1129865779570476,0.0,Streaming Partner Pack,4.61519088717359,13056.8356374808,False,True
14.56,18,3,0.6452321136994755,0.0,Top-up Promo,0.3089000625678255,19540.22988505747,False,True
9.86,12,2,0.1646933587520377,2.5,Retention Offer,0.5870337006133346,15384.615384615385,False,True
13.06,10,3,0.2519340475260149,1.0,General Offer,1.691537157475658,12049.689440993789,True,False
15.01,16,4,0.4861318259143714,0.0,Data Booster,11.596374942270334,12928.57142857143,True,False
4.04,18,7,0.3276546098705228,0.0,General Offer,2.7328208919939385,21638.65546218488,False,True
6.52,13,2,0.2965449903099756,0.0,General Offer,0.5189696413371179,26018.80877742947,True,False
5.85,14,2,0.4014955877536483,0.0,General Offer,1.0374595848541888,13958.810068649886,True,False
8.27,9,3,0.4158942970222214,0.0,Top-up Promo,0.5828311629183233,19367.588932806324,False,True
10.83,16,2,0.0555109770149482,2.0,Retention Offer,2.398953327138737,12247.191011235956,False,True
5.55,16,2,0.0462020345175656,0.0,Retention Offer,0.4061338730132314,16470.58823529412,False,True
5.96,19,2,0.20829692996341,0.0,General Offer,3.2522647597904646,9428.950863213811,False,True
8.23,17,1,0.5764962341821456,1.0,General Offer,2.779604299909908,10943.91244870041,True,False
14.53,9,2,0.12900963652186,1.0,Data Booster,6.457620971080038,13654.618473895584,True,False
7.4,19,2,0.2200525848111155,0.0,General Offer,2.156015008755915,16420.664206642068,True,False
10.47,12,5,0.1463756264752549,0.0,General Offer,0.7644479393535651,27983.53909465021,False,True
8.51,15,3,0.1969628808306183,0.0,General Offer,2.8120433294358507,15662.65060240964,False,True
9.44,16,3,0.1982543656727926,1.0,Data Booster,6.2004688379324095,18649.51768488745,True,False
6.67,10,4,0.3929052542128089,0.0,General Offer,4.54038946034331,13991.416309012877,True,False
-2.2,21,4,0.2752824797406871,1.0,General Offer,1.3442068149119673,20950.323974082075,True,False
6.79,17,3,0.4433359163846219,0.0,Data Booster,4.5042761161502325,17679.55801104972,True,False
11.13,12,2,0.3916360843871077,2.0,Retention Offer,3.1946840930735982,16343.49030470914,True,False
10.33,12,2,0.3866149418218599,1.0,General Offer,1.4173659886914345,26855.89519650655,False,True
13.48,16,4,0.2759877703387202,2.0,Retention Offer,0.1555479286618755,24126.984126984127,False,True
2.63,12,2,0.3837641811822682,2.5,Retention Offer,2.079970138575607,19753.086419753086,True,False
11.86,14,5,0.4051027440450043,0.0,General Offer,2.4188364269894604,23678.646934460885,True,False
7.24,14,3,0.3907797915017884,2.5,Retention Offer,0.2782561913679995,27149.321266968327,False,True
6.16,12,3,0.0382942765650508,0.0,General Offer,3.9281010347880887,11062.431544359257,False,True
12.61,15,3,0.3014975957799465,0.0,Device Upgrade Offer,3.1231531292835486,14606.741573033709,True,False
13.96,12,3,0.1650179868408175,0.0,Data Booster,7.987010135938495,13128.907412920513,False,True
15.74,19,2,0.228443765336803,1.0,General Offer,1.3272291259862543,16293.929712460063,False,True
12.77,11,1,0.6849261164160928,0.0,Device Upgrade Offer,2.273490082050903,17796.610169491527,False,True
9.48,19,4,0.5465405226100201,0.0,Data Booster,5.05979403296429,16360.116166505324,True,False
2.65,13,3,0.2650796937915968,0.0,Device Upgrade Offer,1.5892695517982829,11557.093425605535,True,False
16.21,11,0,0.102505703199808,0.0,General Offer,0.5606878485263851,23699.42196531792,False,True
11.14,15,3,0.3953739329214653,0.0,Data Booster,4.838855409270942,14239.82869379015,True,False
5.38,13,4,0.2746515736011592,0.0,General Offer,1.312029962222143,11168.384879725085,False,True
11.07,13,3,0.6741061217584818,0.0,Top-up Promo,0.2346106875637121,28000.0,False,True
2.68,10,5,0.1096126870202016,0.0,General Offer,2.6186382371055896,15439.21916592724,True,False
16.76,11,3,0.4333550514518273,0.0,General Offer,1.3382627700244607,14164.648910411624,True,False
8.01,14,1,0.2756012525620027,0.0,General Offer,1.454263254417915,15497.076023391814,True,False
4.49,19,0,0.1605365809590144,1.0,Device Upgrade Offer,3.515651209084341,20119.225037257824,True,False
16.45,13,2,0.5816460923225697,0.0,General Offer,0.8428266069593854,12272.727272727272,False,True
3.4,17,3,0.4367886769862121,2.0,Top-up Promo,0.3268042804401597,15547.703180212016,False,True
9.87,11,2,0.267609815066149,0.0,General Offer,1.3533814853884143,20000.0,False,True
10.67,15,2,0.5823404862065611,0.0,General Offer,0.1576847191395944,34871.794871794875,False,True
3.47,17,5,0.1542575326262799,0.0,Data Booster,7.10546981293508,11889.5966029724,False,True
7.98,10,4,0.221842358752391,1.0,Device Upgrade Offer,5.077820493345381,10858.400586940572,True,False
0.55,21,3,0.0069004760064718,0.0,General Offer,0.6646396286571575,29042.904290429044,False,True
7.84,14,5,0.4147768427807641,0.0,Data Booster,6.50222151689877,11819.727891156464,True,False
0.66,13,1,0.3973818927389415,1.0,General Offer,0.5177397536811512,14492.753623188404,True,False
14.46,17,3,0.036040831847497,0.0,Device Upgrade Offer,3.297845732745236,11759.5818815331,True,False
6.86,10,4,0.4057016734759743,1.0,Device Upgrade Offer,1.9017557818706217,13006.230529595015,False,True
3.96,14,4,0.2831673428951561,1.0,Device Upgrade Offer,1.2504360814918931,13188.798554652212,False,True
11.03,18,3,0.2404369735648051,0.0,General Offer,0.728254214992176,16166.281755196303,False,True
1.22,12,4,0.3824902635034112,0.0,Device Upgrade Offer,2.4257686847737587,13226.094727435211,False,True
6.3,14,3,0.1476425746862467,1.0,General Offer,2.090659957074109,15209.125475285173,True,False
13.63,18,3,0.1978610221100113,0.0,General Offer,0.8855678784469245,25301.20481927711,False,True
2.98,16,3,0.5134736135475854,0.0,General Offer,2.105676022777827,20489.296636085623,False,True
8.59,16,2,0.310910029240785,1.0,General Offer,0.8938530585886731,13035.551504102095,True,False
5.82,15,5,0.457930518560869,0.0,Data Booster,5.538532417312833,15045.871559633028,False,True
-0.43,14,3,0.0355822840032482,0.0,Device Upgrade Offer,1.0171890318855483,14335.360556038228,True,False
4.18,14,4,0.179149153506568,0.0,General Offer,0.4358616703962328,13333.333333333334,True,False
6.48,11,4,0.2859127180339691,2.0,Data Booster,5.804944692452263,16477.272727272728,True,False
11.18,13,2,0.2213782273554689,1.0,General Offer,1.6455299381710538,18387.4139626352,False,True
16.87,21,1,0.5988459888290673,0.0,General Offer,4.025902813106071,13941.299790356396,False,True
9.88,7,5,0.2729553032934722,1.0,General Offer,1.158436938182388,17288.801571709235,True,False
10.53,15,4,0.1329903090383702,2.0,Retention Offer,0.712362204275102,21615.720524017463,False,True
13.77,12,5,0.3752199563828919,0.0,General Offer,1.760649277461508,12108.382726502963,True,False
12.11,12,2,0.1686259316672329,0.0,General Offer,0.9188266520810212,28668.941979522187,True,False
6.64,15,3,0.2543962016123527,1.0,General Offer,0.7955624852709247,25581.395348837206,True,False
7.1,15,4,0.441900880554423,0.0,General Offer,2.51955844567737,20710.05917159764,False,True
12.83,14,7,0.0079230046071633,0.0,General Offer,0.6417299630072002,13860.103626943006,False,True
12.47,8,0,0.1615278943817651,0.0,Device Upgrade Offer,4.357541317096546,16531.165311653116,True,False
11.02,11,3,0.161778403261007,0.0,Device Upgrade Offer,0.0,13128.907412920513,False,True
6.87,20,4,0.3035994098152758,0.0,General Offer,2.4313416532567405,12183.544303797467,False,True
18.12,16,2,0.4035717852466454,0.0,General Offer,0.6349013857194359,21649.48453608248,False,True
5.99,20,3,0.5468196443458785,0.0,General Offer,0.4076738583527449,15025.041736227044,True,False
9.45,12,2,0.4699258871350699,0.0,General Offer,1.1361758227624486,27819.54887218045,True,False
17.03,12,4,0.3267389839562188,0.0,General Offer,1.225553593786071,30699.088145896658,False,True
10.61,16,2,0.2969355110253782,0.0,General Offer,1.4507016579124536,23705.17928286853,False,True
9.69,11,3,0.0832565229313124,0.0,General Offer,5.0973857479440845,13328.581610833928,True,False
11.46,16,2,0.3069528009464511,0.0,General Offer,3.794762205536103,15712.79916753382,True,False
6.78,23,2,0.7259777681052315,0.0,Roaming Pass,2.8368532006697404,19158.8785046729,False,True
9.53,17,3,0.2226736838825214,2.0,Device Upgrade Offer,5.833092000850924,18222.222222222223,False,True
13.69,13,3,0.174488088540273,1.0,General Offer,0.9590954831306469,17012.448132780082,True,False
14.69,19,1,0.1565974129746138,1.0,General Offer,0.6989094912087657,21576.76348547718,True,False
17.98,19,3,0.1979167515833023,2.0,Retention Offer,4.114819994311962,10505.836575875486,True,False
6.3,10,3,0.3431518142990735,1.0,General Offer,1.5295624973800797,16763.00578034682,True,False
16.59,19,4,0.394831802581169,1.0,Data Booster,8.362914376344166,12477.396021699818,False,True
13.01,20,5,0.1868610912004414,0.0,Top-up Promo,0.998895068962313,14589.66565349544,False,True
15.41,14,3,0.5685570078468313,0.0,General Offer,0.7348747832714168,22391.85750636132,True,False
3.34,24,5,0.3756870116859053,0.0,Family Plan Offer,1.4185393370693422,24027.45995423341,True,False
6.24,18,4,0.2461743508009559,0.0,General Offer,1.886988182394841,14770.459081836329,True,False
11.15,12,3,0.1094863263429553,2.0,Retention Offer,2.4465898303443097,18584.07079646017,True,False
13.53,15,6,0.1418710961907303,0.0,General Offer,2.4629802125869804,17276.422764227642,False,True
